0.000362, 0.0
0.000362, 0.2
0.000362, 0.403
0.000362, 0.605
0.000362, 0.806
0.000362, 1.008
0.000362, 1.208
-0.152865, 1.409
0.000362, 1.61
-0.152865, 1.81
0.000362, 2.011
0.000362, 2.212
-0.152865, 2.412
-0.152865, 2.412
-0.152865, 2.612
-0.152865, 2.814
-0.152865, 3.014
0.000362, 3.215
0.000362, 3.416
0.000362, 3.616
0.000362, 3.817
0.000362, 4.017
-0.152865, 4.217
-0.152865, 4.418
0.000362, 4.618
0.000362, 4.819
0.000362, 4.819
0.000362, 5.019
-0.152865, 5.222
-0.152865, 5.423
0.153589, 5.624
0.153589, 5.825
-0.152865, 6.025
0.153589, 6.225
0.460043, 6.426
0.61327, 6.626
0.460043, 6.828
0.153589, 7.029
0.000362, 7.229
0.460043, 7.229
0.460043, 7.43
0.306816, 7.63
0.306816, 7.831
1.072951, 8.032
0.766497, 8.233
0.460043, 8.433
0.460043, 8.633
0.61327, 8.833
0.460043, 9.033
0.153589, 9.033
0.000362, 9.234
0.153589, 9.435
0.306816, 9.636
0.153589, 9.837
0.460043, 10.038
0.460043, 10.239
0.306816, 10.439
0.460043, 10.639
0.460043, 10.839
0.61327, 11.04
0.61327, 11.241
0.61327, 11.442
0.766497, 11.642
0.61327, 11.842
0.61327, 12.042
0.460043, 12.243
0.460043, 12.443
0.460043, 12.443
0.61327, 12.643
0.61327, 12.844
0.61327, 13.045
0.766497, 13.245
0.61327, 13.447
0.61327, 13.647
0.919724, 13.847
0.919724, 14.047
0.61327, 14.248
0.460043, 14.448
0.61327, 14.648
0.61327, 14.848
0.766497, 14.848
0.61327, 15.049
0.766497, 15.25
0.766497, 15.451
0.919724, 15.651
0.766497, 15.852
0.766497, 16.052
0.919724, 16.254
0.766497, 16.454
0.766497, 16.655
0.61327, 16.855
0.460043, 17.055
0.766497, 17.255
0.919724, 17.255
0.766497, 17.455
1.379405, 17.656
1.685859, 17.856
1.532632, 18.056
1.992313, 18.457
3.218129, 18.457
3.371356, 18.858
3.371356, 19.059
3.524583, 19.059
3.831037, 19.259
3.524583, 19.46
3.831037, 19.661
3.064902, 19.861
2.911675, 20.062
0.919724, 20.262
-0.919, 20.463
-1.225454, 20.663
-1.072227, 20.864
-1.378681, 21.065
-2.757724, 21.265
-3.677086, 21.467
-3.677086, 21.467
-4.136767, 21.667
-4.136767, 21.867
-4.136767, 22.067
-3.677086, 22.268
-3.523859, 22.469
-3.370632, 22.67
-3.064178, 22.87
-3.370632, 23.071
-3.523859, 23.272
-3.370632, 23.474
-3.217405, 23.674
-3.677086, 23.674
-3.523859, 23.877
-3.064178, 24.077
-3.98354, 24.277
-3.523859, 24.477
-3.370632, 24.677
-3.830313, 24.879
-3.830313, 25.08
-3.677086, 25.28
-3.370632, 25.48
-3.523859, 25.68
-3.677086, 25.88
-3.677086, 26.081
-3.370632, 26.283
-3.370632, 26.485
-3.677086, 26.686
-3.677086, 26.886
-3.830313, 27.086
-3.677086, 27.286
-3.830313, 27.487
-3.677086, 27.688
-3.523859, 27.888
-3.830313, 27.888
-3.370632, 28.09
-3.217405, 28.494
-3.064178, 28.494
-3.830313, 28.694
-3.064178, 28.895
-3.370632, 29.096
-3.064178, 29.297
-2.757724, 29.497
-2.144816, 29.697
-1.685135, 29.897
-0.459319, 30.098
0.306816, 30.298
0.766497, 30.298
2.14554, 30.499
2.911675, 30.7
3.524583, 30.901
3.524583, 31.103
3.984264, 31.303
3.524583, 31.503
3.524583, 31.703
2.758448, 31.904
2.298767, 32.105
1.379405, 32.305
0.61327, 32.505
0.460043, 32.706
0.460043, 32.906
0.000362, 33.106
0.000362, 33.307
0.153589, 33.308
0.000362, 33.508
0.153589, 33.709
0.306816, 33.911
0.000362, 34.114
0.153589, 34.314
0.000362, 34.515
0.153589, 34.716
0.000362, 34.918
0.153589, 35.118
0.306816, 35.319
0.306816, 35.52
0.460043, 35.52
0.153589, 35.72
0.306816, 35.923
0.153589, 36.124
0.153589, 36.324
0.000362, 36.524
0.153589, 36.725
0.000362, 36.925
0.153589, 37.126
0.153589, 37.328
0.306816, 37.528
0.153589, 37.728
0.306816, 37.929
0.153589, 38.13
0.306816, 38.331
0.153589, 38.531
0.153589, 38.531
0.153589, 38.732
0.153589, 38.932
0.306816, 39.133
0.000362, 39.335
0.153589, 39.535
0.153589, 39.736
0.153589, 39.936
-0.152865, 40.137
0.000362, 40.338
0.153589, 40.539
-0.152865, 40.739
0.000362, 40.739
0.153589, 40.941
0.153589, 41.141
0.153589, 41.341
0.460043, 41.542
0.153589, 41.744
0.306816, 41.944
0.153589, 42.146
0.153589, 42.347
0.000362, 42.548
0.000362, 42.749
0.153589, 42.95
0.000362, 43.15
0.000362, 43.15
0.306816, 43.351
0.153589, 43.551
0.153589, 43.751
0.153589, 43.951
0.000362, 44.152
-0.152865, 44.353
0.306816, 44.554
0.306816, 44.754
0.306816, 44.955
0.460043, 45.155
0.460043, 45.356
0.306816, 45.556
0.306816, 45.757
0.460043, 45.957
0.61327, 46.158
0.306816, 46.158
0.61327, 46.358
0.460043, 46.558
0.306816, 46.759
0.460043, 46.96
0.000362, 47.161
0.306816, 47.362
0.306816, 47.563
0.000362, 47.764
0.000362, 47.965
0.000362, 48.166
0.153589, 48.366
0.000362, 48.567
0.153589, 48.567
0.153589, 48.768
0.306816, 48.969
0.306816, 49.169
0.306816, 49.57
0.306816, 49.97
0.306816, 50.17
0.306816, 50.988
0.306816, 51.188
0.306816, 51.388
0.306816, 51.588
0.306816, 51.788
0.306816, 51.988
